wing,source_domain,match_reason,Keyword,Position,Search Volume,CPC,Url,Traffic (%),Traffic Cost (%),Competition
Iris Platform,attio.com,iris keyword/path,envoy slack integration,48,140,0.00,https://attio.com/apps/slack,0.00,0.00,0.08
dotfun AI Solutions,effectivesoft.com,ai solutions keyword,llm models comparison,48,140,2.21,https://www.effectivesoft.com/blog/comparison-of-llms-models.html,0.00,0.00,0.17
Iris Platform,attio.com,iris keyword/path,types crm software,51,140,3.26,https://attio.com/,0.00,0.00,0.42
Iris Platform,attio.com,iris keyword/path,crm tools definition,53,140,7.06,https://attio.com/,0.00,0.00,0.19
dotfun AI Solutions,tech.us,ai solutions keyword,what is agentic ai and how will it change work,53,140,4.48,https://tech.us/blog/how-agentic-ai-works-in-business,0.00,0.00,0.31
Iris Platform,attio.com,iris keyword/path,calendar sdk,58,140,5.83,https://attio.com/,0.00,0.00,0.18
Iris Platform,attio.com,iris keyword/path,calendar sdk,60,140,5.83,https://attio.com/,0.00,0.00,0.18
Iris Platform,attio.com,iris keyword/path,crm or cms,65,140,15.14,https://attio.com/,0.00,0.00,0.41
dotfun Growth Services,npgroup.net,growth keyword,personalized web design,72,140,6.38,https://www.npgroup.net/design/custom-web-design/,0.00,0.00,0.20
Iris Platform,attio.com,iris keyword/path,système crm,83,140,0.00,https://attio.com/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,vc crm,91,140,27.52,https://attio.com/p/crm-for-vc,0.00,0.00,0.25
dotfun Growth Services,npgroup.net,growth keyword,wordpress web design nj,94,140,0.00,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.33
Iris Platform,attio.com,iris keyword/path,atio crm,1,110,5.58,https://attio.com/,0.18,0.21,0.57
dotfun Growth Services,npgroup.net,growth keyword,web design company testimonials,1,110,4.39,https://www.npgroup.net/about/testimonials/,3.16,2.35,0.17
dotfun Growth Services,npgroup.net,growth keyword,custom web design with integration of client testimonials,1,110,0.00,https://www.npgroup.net/about/testimonials/,0.45,0.00,0.00
Iris Platform,attio.com,iris keyword/path,crm site,3,110,17.24,https://attio.com/,0.04,0.17,0.68
Iris Platform,attio.com,iris keyword/path,web-based crm,4,110,20.91,https://attio.com/,0.01,0.05,0.17
dotfun AI Solutions,appinventiv.com,ai solutions keyword,ai agent development cost,4,110,0.00,https://appinventiv.com/blog/ai-agent-development-cost/,0.01,0.00,0.02
Iris Platform,attio.com,iris keyword/path,crm with website,5,110,17.24,https://attio.com/,0.02,0.09,0.68
Iris Platform,attio.com,iris keyword/path,ai-powered crm,5,110,20.98,https://attio.com/,0.02,0.08,0.14
Iris Platform,attio.com,iris keyword/path,ad crm,5,110,12.89,https://attio.com/,0.01,0.03,0.28
Iris Platform,attio.com,iris keyword/path,ai driven crm,8,110,22.30,https://attio.com/,0.01,0.06,0.40
dotfun AI Solutions,effectivesoft.com,ai solutions keyword,llm consulting services,8,110,0.00,https://www.effectivesoft.com/large-language-model-development.html,0.01,0.00,0.04
dotfun AI Solutions,effectivesoft.com,ai solutions keyword,best ai agent framework,10,110,5.84,https://www.effectivesoft.com/blog/top-frameworks-for-building-ai-agents.html,0.00,0.00,0.28
Iris Platform,attio.com,iris keyword/path,crm tool for sales,12,110,13.07,https://attio.com/,0.00,0.00,0.06
dotfun Growth Services,npgroup.net,growth keyword,web design companies in new jersey,13,110,14.94,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.10
dotfun Growth Services,npgroup.net,growth keyword,nj web design services,14,110,0.00,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,crm systeme,16,110,10.48,https://attio.com/,0.00,0.00,0.53
Iris Platform,attio.com,iris keyword/path,sync crm,17,110,28.93,https://attio.com/,0.00,0.00,0.33
Iris Platform,attio.com,iris keyword/path,crm intelligence,17,110,7.69,https://attio.com/,0.00,0.00,0.23
Iris Platform,attio.com,iris keyword/path,crm ios,22,110,6.40,https://attio.com/,0.00,0.00,0.51
dotfun Growth Services,npgroup.net,growth keyword,modular web design,23,110,5.10,https://www.npgroup.net/blog/modular-web-design-the-age-of-templates-is-over/,0.00,0.00,0.08
Iris Platform,attio.com,iris keyword/path,narzędzia crm,24,110,0.00,https://attio.com/,0.00,0.00,0.33
Iris Platform,attio.com,iris keyword/path,free pipeline crm,31,110,3.43,https://attio.com/,0.00,0.00,0.86
Iris Platform,attio.com,iris keyword/path,crm integrate,33,110,12.65,https://attio.com/,0.00,0.00,0.35
dotfun AI Solutions,npgroup.net,ai solutions keyword,llm wrapper,38,110,3.80,https://www.npgroup.net/blog/ai-wrapper-applications-development-explained/,0.00,0.00,0.03
Iris Platform,attio.com,iris keyword/path,crm website meaning,52,110,5.49,https://attio.com/,0.00,0.00,0.22
Iris Platform,attio.com,iris keyword/path,document management crm,55,110,8.28,https://attio.com/,0.00,0.00,0.20
Iris Platform,attio.com,iris keyword/path,what is crm reporting,67,110,6.58,https://attio.com/,0.00,0.00,0.14
dotfun AI Solutions,npgroup.net,ai solutions keyword,top ai agent development companies,73,110,0.00,https://www.npgroup.net/automation/ai-agent-development/,0.00,0.00,0.01
Iris Platform,attio.com,iris keyword/path,salesforce google ads integration,76,110,9.57,https://attio.com/,0.00,0.00,0.17
Iris Platform,attio.com,iris keyword/path,crm program definition,77,110,7.06,https://attio.com/,0.00,0.00,0.19
dotfun AI Solutions,npgroup.net,ai solutions keyword,site optimization with agentic ai,77,110,0.00,https://www.npgroup.net/blog/how-optimize-your-website-for-ai-agents/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,cost of crm software,85,110,11.09,https://attio.com/,0.00,0.00,0.28
Iris Platform,attio.com,iris keyword/path,crm costs,93,110,9.50,https://attio.com/,0.00,0.00,0.57
Iris Platform,attio.com,iris keyword/path,best crm agencies,95,110,32.54,https://attio.com/,0.00,0.00,0.38
Iris Platform,attio.com,iris keyword/path,ai crm tool,2,90,18.22,https://attio.com/,0.04,0.18,0.64
Iris Platform,attio.com,iris keyword/path,crm for website,5,90,17.24,https://attio.com/,0.01,0.04,0.68
Iris Platform,attio.com,iris keyword/path,ai tool crm,5,90,0.00,https://attio.com/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,tech crm,5,90,23.94,https://attio.com/,0.00,0.03,0.34
Iris Platform,attio.com,iris keyword/path,crm system online,6,90,22.23,https://attio.com/,0.00,0.03,0.41
dotfun AI Solutions,npgroup.net,ai solutions keyword,ai agent development service,6,90,21.10,https://www.npgroup.net/automation/ai-agent-development/,0.45,1.61,0.13
dotfun Growth Services,npgroup.net,growth keyword,enterprise web design services,6,90,0.00,https://www.npgroup.net/design/custom-web-design/,0.45,0.00,0.33
dotfun AI Solutions,effectivesoft.com,ai solutions keyword,ai agent development service,10,90,21.10,https://www.effectivesoft.com/ai-agent-development.html,0.00,0.01,0.13
dotfun Growth Services,npgroup.net,growth keyword,in house web design,11,90,0.00,https://www.npgroup.net/blog/should-you-design-your-website-in-house/,0.00,0.00,0.33
Iris Platform,attio.com,iris keyword/path,pandadoc crm integrations,15,90,0.00,https://attio.com/apps/pandadoc,0.00,0.00,0.05
Iris Platform,attio.com,iris keyword/path,crm for power companies,16,90,0.00,https://attio.com/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,sales crm for startups,16,90,0.00,https://attio.com/,0.00,0.00,0.21
Iris Platform,attio.com,iris keyword/path,crm in office,17,90,11.49,https://attio.com/,0.00,0.00,0.33
Iris Platform,attio.com,iris keyword/path,systeme crm,19,90,14.86,https://attio.com/,0.00,0.00,0.44
Iris Platform,attio.com,iris keyword/path,crm outil,19,90,10.61,https://attio.com/,0.00,0.00,0.22
dotfun Growth Services,npgroup.net,growth keyword,digital marketing production,20,90,3.86,https://www.npgroup.net/blog/how-build-utilize-digital-marketing-production-team/,0.00,0.00,0.89
Iris Platform,attio.com,iris keyword/path,crm blog,22,90,7.92,https://attio.com/blog,0.00,0.00,0.21
Iris Platform,attio.com,iris keyword/path,crm logos,22,90,9.39,https://attio.com/,0.00,0.00,0.01
dotfun Growth Services,npgroup.net,growth keyword,in house web design,22,90,0.00,https://www.npgroup.net/blog/should-you-design-your-website-in-house/,0.00,0.00,0.33
Iris Platform,attio.com,iris keyword/path,crm software download,23,90,17.03,https://attio.com/,0.00,0.00,0.70
dotfun AI Solutions,tech.us,ai solutions keyword,llm services,23,90,6.77,https://tech.us/services/llm-development-services,0.00,0.00,0.14
Iris Platform,attio.com,iris keyword/path,pandadoc crm integrations,24,90,0.00,https://attio.com/apps/pandadoc,0.00,0.00,0.05
Iris Platform,attio.com,iris keyword/path,top broker crm,26,90,13.35,https://attio.com/,0.00,0.00,0.20
Iris Platform,attio.com,iris keyword/path,top broker crm,28,90,13.35,https://attio.com/,0.00,0.00,0.20
dotfun AI Solutions,tech.us,ai solutions keyword,agentic tech,30,90,10.14,https://tech.us/services/agentic-ai-development,0.00,0.00,0.60
Iris Platform,attio.com,iris keyword/path,crm logos,31,90,9.39,https://attio.com/,0.00,0.00,0.01
Iris Platform,attio.com,iris keyword/path,account based marketing crm,38,90,0.00,https://attio.com/,0.00,0.00,0.11
Iris Platform,attio.com,iris keyword/path,basic crm functions,39,90,0.00,https://attio.com/,0.00,0.00,0.86
Iris Platform,attio.com,iris keyword/path,crm digital marketing agency,44,90,0.00,https://attio.com/,0.00,0.00,0.04
Iris Platform,attio.com,iris keyword/path,allo.com,54,90,4.79,https://attio.com/apps/mobile-first-integrations-allo,0.00,0.00,0.12
Iris Platform,attio.com,iris keyword/path,intercom integration with hubspot,54,90,0.00,https://attio.com/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,evaluate the crm company hubspot on lead gen marketing strategy,56,90,0.00,https://attio.com/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,can you integrate advertising platforms with crm systems,60,90,0.00,https://attio.com/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,top mortgage crm,61,90,0.00,https://attio.com/,0.00,0.00,0.67
dotfun Growth Services,npgroup.net,growth keyword,pinterest branding,61,90,0.00,https://www.npgroup.net/blog/creating-a-visual-brand-identity-for-your-business-on-pinterest/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,crm digital marketing agency,64,90,0.00,https://attio.com/,0.00,0.00,0.04
Iris Platform,attio.com,iris keyword/path,best crm for real estate agents australia,65,90,0.00,https://attio.com/,0.00,0.00,0.00
dotfun AI Solutions,tech.us,ai solutions keyword,top ai agent companies,66,90,5.95,https://tech.us/blog/top-ai-agent-development-companies-usa,0.00,0.00,0.70
Iris Platform,attio.com,iris keyword/path,free crm management software,69,90,12.08,https://attio.com/,0.00,0.00,0.64
Iris Platform,attio.com,iris keyword/path,the best crm systems,72,90,18.47,https://attio.com/,0.00,0.00,0.59
Iris Platform,attio.com,iris keyword/path,definition of crm in business,72,90,5.54,https://attio.com/,0.00,0.00,0.15
Iris Platform,attio.com,iris keyword/path,crm programs meaning,72,90,0.00,https://attio.com/,0.00,0.00,0.23
Iris Platform,attio.com,iris keyword/path,crm with sms and email,91,90,0.00,https://attio.com/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,best crm pipeline management,97,90,0.00,https://attio.com/,0.00,0.00,0.07
Iris Platform,attio.com,iris keyword/path,crm web app,3,70,13.80,https://attio.com/,0.02,0.05,0.43
dotfun AI Solutions,effectivesoft.com,ai solutions keyword,top llm companies,3,70,4.06,https://www.effectivesoft.com/blog/top-llm-development-companies.html,0.03,0.01,0.21
dotfun AI Solutions,tech.us,ai solutions keyword,benefits of custom ai development services,3,70,0.00,https://tech.us/blog/benefits-custom-ai-development-services-enterprise-operations,0.13,0.00,0.00
Iris Platform,attio.com,iris keyword/path,crm att,4,70,5.72,https://attio.com/,0.01,0.01,0.78
dotfun AI Solutions,effectivesoft.com,ai solutions keyword,top enterprise ai companies,4,70,6.12,https://www.effectivesoft.com/blog/top-enterprise-ai-companies.html,0.00,0.00,0.34
Iris Platform,attio.com,iris keyword/path,crm homepage,5,70,22.42,https://attio.com/,0.01,0.06,0.04
Iris Platform,attio.com,iris keyword/path,online sales crm,6,70,0.00,https://attio.com/,0.00,0.00,0.06
dotfun Growth Services,npgroup.net,growth keyword,nj custom web design,6,70,0.00,https://www.npgroup.net/custom-web-development-new-jersey/,0.22,0.00,0.33
Iris Platform,attio.com,iris keyword/path,crm application development company,7,70,15.92,https://attio.com/,0.00,0.02,0.14
Iris Platform,attio.com,iris keyword/path,item crm,7,70,17.94,https://attio.com/,0.00,0.02,0.49
dotfun AI Solutions,tech.us,ai solutions keyword,enterprise ai agent development services,8,70,0.00,https://tech.us/blog/top-ai-agent-development-companies-usa,0.04,0.00,0.00
Iris Platform,attio.com,iris keyword/path,website crm integration,9,70,7.08,https://attio.com/,0.00,0.00,0.95
Iris Platform,attio.com,iris keyword/path,crm säljstöd,10,70,0.00,https://attio.com/,0.00,0.00,0.00
dotfun Growth Services,npgroup.net,growth keyword,new jersey web design services,10,70,0.00,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.33
dotfun Growth Services,npgroup.net,growth keyword,nj web design agency,10,70,0.00,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.10
Iris Platform,attio.com,iris keyword/path,crm next,11,70,9.79,https://attio.com/,0.00,0.00,0.19
dotfun Growth Services,npgroup.net,growth keyword,new jersey web design firm,11,70,0.00,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,lead gen and crm,12,70,21.29,https://attio.com/,0.00,0.00,0.69
dotfun Growth Services,npgroup.net,growth keyword,what is custom web design,13,70,0.00,https://www.npgroup.net/blog/what-custom-web-design/,0.00,0.00,0.04
Iris Platform,attio.com,iris keyword/path,crm account,14,70,15.61,https://attio.com/,0.00,0.00,0.61
dotfun AI Solutions,effectivesoft.com,ai solutions keyword,enterprise ai chatbot development service for ecommerce,22,70,0.00,https://www.effectivesoft.com/ai-chatbot-development.html,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,crm software for consultants,24,70,0.00,https://attio.com/,0.00,0.00,0.09
Iris Platform,attio.com,iris keyword/path,crm collaboration,26,70,14.17,https://attio.com/,0.00,0.00,0.14
Iris Platform,attio.com,iris keyword/path,sms io,26,70,2.81,https://attio.com/,0.00,0.00,0.16
Iris Platform,attio.com,iris keyword/path,real estate agent wikipedia,28,70,0.00,https://attio.com/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,best free sales crm,28,70,15.48,https://attio.com/,0.00,0.00,0.96
dotfun Growth Services,npgroup.net,growth keyword,nj custom web design,29,70,0.00,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.33
Iris Platform,attio.com,iris keyword/path,real estate agent wikipedia,33,70,0.00,https://attio.com/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,customizable crm open source,34,70,0.00,https://attio.com/,0.00,0.00,0.33
Iris Platform,attio.com,iris keyword/path,standard crm,35,70,16.14,https://attio.com/,0.00,0.00,0.86
Iris Platform,attio.com,iris keyword/path,crm software testing,36,70,18.19,https://attio.com/,0.00,0.00,0.14
Iris Platform,attio.com,iris keyword/path,whats is crm,40,70,11.50,https://attio.com/,0.00,0.00,0.23
Iris Platform,attio.com,iris keyword/path,crm software testing,43,70,18.19,https://attio.com/,0.00,0.00,0.14
Iris Platform,attio.com,iris keyword/path,crm strategy based on b2c model,46,70,0.00,https://attio.com/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,hibspot crm,47,70,36.28,https://attio.com/,0.00,0.00,0.42
dotfun AI Solutions,tech.us,ai solutions keyword,agentic ai system developers,49,70,0.00,https://tech.us/services/agentic-ai-development,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,free crm email marketing software,50,70,6.48,https://attio.com/,0.00,0.00,0.75
Iris Platform,attio.com,iris keyword/path,how to implement a crm,51,70,12.01,https://attio.com/,0.00,0.00,0.06
Iris Platform,attio.com,iris keyword/path,best free sales crm,52,70,15.48,https://attio.com/,0.00,0.00,0.96
Iris Platform,attio.com,iris keyword/path,motion ai calendar app,53,70,3.35,https://attio.com/,0.00,0.00,0.17
Iris Platform,attio.com,iris keyword/path,snowflake notification integration,53,70,0.00,https://attio.com/,0.00,0.00,0.01
Iris Platform,attio.com,iris keyword/path,real estate agent wikipedia,54,70,0.00,https://attio.com/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,crm business model,54,70,2.90,https://attio.com/,0.00,0.00,0.32
Iris Platform,attio.com,iris keyword/path,crm strategy based on b2c model,54,70,0.00,https://attio.com/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,top healthcare crm,55,70,0.00,https://attio.com/,0.00,0.00,0.01
Iris Platform,attio.com,iris keyword/path,crm for google workspace,60,70,12.40,https://attio.com/,0.00,0.00,0.61
dotfun Growth Services,npgroup.net,growth keyword,ecommerce web design nj,63,70,0.00,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.33
Iris Platform,attio.com,iris keyword/path,crm software google apps,67,70,16.62,https://attio.com/,0.00,0.00,0.15
Iris Platform,attio.com,iris keyword/path,crm software google apps,68,70,16.62,https://attio.com/,0.00,0.00,0.15
Iris Platform,attio.com,iris keyword/path,crm for personal use,69,70,8.84,https://attio.com/,0.00,0.00,0.65
dotfun Growth Services,attio.com,growth keyword,hubspot web design firms,75,70,22.41,https://attio.com/,0.00,0.00,0.49
dotfun AI Solutions,tech.us,ai solutions keyword,best data analytics firm with agentic analytics,76,70,0.00,https://tech.us/blog/top-agentic-ai-development-partners-in-usa,0.00,0.00,0.00
dotfun Growth Services,npgroup.net,growth keyword,custom web design and programming,81,70,0.00,https://www.npgroup.net/design/custom-web-design/,0.00,0.00,0.33
Iris Platform,attio.com,iris keyword/path,realtor crm free,83,70,15.39,https://attio.com/,0.00,0.00,0.81
dotfun AI Solutions,effectivesoft.com,ai solutions keyword,llm optimization companies 2025,84,70,0.00,https://www.effectivesoft.com/blog/top-llm-development-companies.html,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,easy crm tool,90,70,17.21,https://attio.com/,0.00,0.00,0.31
Iris Platform,attio.com,iris keyword/path,attio stripe integration,1,50,0.00,https://attio.com/apps/stripe-invoicing,0.27,0.00,0.22
Iris Platform,attio.com,iris keyword/path,adio crm,1,50,7.08,https://attio.com/,0.27,0.40,0.46
dotfun AI Solutions,appinventiv.com,ai solutions keyword,top use cases for agentic rag in ecommerce,1,50,0.00,https://appinventiv.com/blog/agentic-rag-in-ecommerce/,0.02,0.00,0.00
Iris Platform,attio.com,iris keyword/path,at crm,2,50,0.00,https://attio.com/,0.04,0.00,0.29
Iris Platform,attio.com,iris keyword/path,attio stripe integration,2,50,0.00,https://attio.com/apps/paid,0.00,0.00,0.22
dotfun AI Solutions,deviniti.com,ai solutions keyword,custom ai development agency,2,50,0.00,https://deviniti.com/blog/enterprise-software/best-ai-agent-development-companies/,0.16,0.00,0.00
Iris Platform,attio.com,iris keyword/path,chat crm,3,50,15.02,https://attio.com/,0.02,0.08,0.54
Iris Platform,attio.com,iris keyword/path,crm software website,3,50,0.00,https://attio.com/,0.01,0.00,0.06
Iris Platform,attio.com,iris keyword/path,crm on line,3,50,19.02,https://attio.com/,0.01,0.05,0.39
dotfun AI Solutions,tech.us,ai solutions keyword,enterprise ai services,3,50,27.29,https://tech.us/services/enterprise-ai-services,0.09,0.15,0.12
Iris Platform,attio.com,iris keyword/path,flexible crm,4,50,38.32,https://attio.com/,0.00,0.05,0.38
dotfun AI Solutions,deviniti.com,ai solutions keyword,custom ai agent development company,4,50,0.00,https://deviniti.com/services/custom-ai-agent-llm-agent-development/,0.04,0.00,0.11
dotfun AI Solutions,npgroup.net,ai solutions keyword,custom ai development agency,4,50,0.00,https://www.npgroup.net/automation/ai-agent-development/,0.45,0.00,0.00
Iris Platform,attio.com,iris keyword/path,crm system integrators,5,50,11.63,https://attio.com/,0.00,0.01,0.30
dotfun AI Solutions,effectivesoft.com,ai solutions keyword,enterprise ai transformation consulting firms us,5,50,0.00,https://www.effectivesoft.com/blog/top-ai-consulting-companies-usa.html,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,crm aus deutschland,6,50,0.00,https://attio.com/,0.00,0.00,0.33
dotfun AI Solutions,effectivesoft.com,ai solutions keyword,enterprise ai/ml engineering firms,6,50,0.00,https://www.effectivesoft.com/blog/top-enterprise-ai-companies.html,0.00,0.00,0.00
dotfun Growth Services,npgroup.net,growth keyword,web design north jersey,6,50,0.00,https://www.npgroup.net/new-jersey-digital-agency/,0.22,0.00,0.00
dotfun Growth Services,npgroup.net,growth keyword,custom web design services nj,6,50,12.87,https://www.npgroup.net/custom-web-design-new-jersey/,0.22,0.46,0.09
dotfun AI Solutions,npgroup.net,ai solutions keyword,custom ai agent development company,6,50,0.00,https://www.npgroup.net/automation/ai-agent-development/,0.22,0.00,0.11
Iris Platform,attio.com,iris keyword/path,plg crm,7,50,14.64,https://attio.com/blog/automations-for-plg-in-crm,0.00,0.02,0.30
Iris Platform,attio.com,iris keyword/path,apollo integration,7,50,11.58,https://attio.com/apps/apollo-enrichment,0.00,0.00,0.26
Iris Platform,attio.com,iris keyword/path,system crm online,7,50,0.00,https://attio.com/,0.00,0.00,0.67
Iris Platform,attio.com,iris keyword/path,saas crm tools,8,50,0.00,https://attio.com/,0.00,0.00,1.00
dotfun AI Solutions,effectivesoft.com,ai solutions keyword,best consulting company for agentic ai implementation in it services,8,50,0.00,https://www.effectivesoft.com/blog/top-ai-consulting-companies-usa.html,0.00,0.00,0.00
dotfun AI Solutions,tech.us,ai solutions keyword,ai agent professional services firms,9,50,0.00,https://tech.us/blog/top-ai-agent-development-companies-usa,0.04,0.00,0.00
dotfun AI Solutions,tech.us,ai solutions keyword,top ai agent development company,9,50,0.00,https://tech.us/blog/top-ai-agent-development-companies-usa,0.04,0.00,0.00
dotfun Growth Services,npgroup.net,growth keyword,web design companies in nj,12,50,14.94,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.10
Iris Platform,attio.com,iris keyword/path,business to business crm,13,50,21.79,https://attio.com/,0.00,0.00,0.95
Iris Platform,attio.com,iris keyword/path,sales crm solutions,14,50,0.00,https://attio.com/,0.00,0.00,0.19
Iris Platform,attio.com,iris keyword/path,new home sales crm,15,50,0.00,https://attio.com/,0.00,0.00,0.00
dotfun Growth Services,npgroup.net,growth keyword,nj web design companies,15,50,14.94,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.10
Iris Platform,attio.com,iris keyword/path,crm pipe,19,50,16.80,https://attio.com/,0.00,0.00,0.64
dotfun Growth Services,monaco.com,growth keyword,seo monaco,19,50,0.00,https://www.monaco.com/,0.00,0.00,0.33
Iris Platform,attio.com,iris keyword/path,google crm tools,23,50,9.54,https://attio.com/,0.00,0.00,0.77
Iris Platform,attio.com,iris keyword/path,crm and billing,24,50,25.41,https://attio.com/,0.00,0.00,0.49
dotfun AI Solutions,deviniti.com,ai solutions keyword,best ai agent solutions brands 2025,25,50,0.00,https://deviniti.com/blog/enterprise-software/best-ai-agent-development-companies/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,crm customer relationship management wikipedia,28,50,0.00,https://attio.com/,0.00,0.00,0.08
Iris Platform,attio.com,iris keyword/path,custom crm system development,31,50,21.49,https://attio.com/,0.00,0.00,0.07
Iris Platform,attio.com,iris keyword/path,crm customer relationship management wikipedia,31,50,0.00,https://attio.com/,0.00,0.00,0.08
Iris Platform,attio.com,iris keyword/path,calendar crm,31,50,10.07,https://attio.com/,0.00,0.00,0.81
Iris Platform,attio.com,iris keyword/path,outreach io salesforce integration,32,50,9.22,https://attio.com/apps/outreach,0.00,0.00,0.43
dotfun Growth Services,npgroup.net,growth keyword,custom web design services nj,32,50,12.87,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.09
Iris Platform,attio.com,iris keyword/path,working with crm,33,50,0.00,https://attio.com/careers,0.00,0.00,0.64
Iris Platform,attio.com,iris keyword/path,crm samples,33,50,11.39,https://attio.com/,0.00,0.00,0.48
dotfun Growth Services,monaco.com,growth keyword,seo ai agency in monaco,35,50,0.00,https://www.monaco.com/,0.00,0.00,0.00
dotfun Growth Services,npgroup.net,growth keyword,best web design company nj,38,50,0.00,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.60
Iris Platform,attio.com,iris keyword/path,intégration crm,39,50,0.00,https://attio.com/,0.00,0.00,0.00
dotfun Growth Services,npgroup.net,growth keyword,web design company point pleasant nj,39,50,0.00,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,best crm with whatsapp integration,41,50,0.00,https://attio.com/,0.00,0.00,0.06
Iris Platform,attio.com,iris keyword/path,salesforce crm interface,42,50,8.53,https://attio.com/,0.00,0.00,0.13
dotfun Growth Services,npgroup.net,growth keyword,web design company farmingdale nj,43,50,0.00,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,teams hubspot integration,44,50,14.93,https://attio.com/,0.00,0.00,0.20
Iris Platform,attio.com,iris keyword/path,how to build crm,45,50,14.14,https://attio.com/,0.00,0.00,0.67
Iris Platform,attio.com,iris keyword/path,what makes a good crm,45,50,8.06,https://attio.com/,0.00,0.00,0.70
dotfun Growth Services,npgroup.net,growth keyword,web design company monmouth county nj,45,50,0.00,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,how to create a crm system,46,50,8.76,https://attio.com/,0.00,0.00,0.68
Iris Platform,attio.com,iris keyword/path,close crm integrations,46,50,11.17,https://attio.com/,0.00,0.00,0.44
Iris Platform,attio.com,iris keyword/path,saas billing automation services crm integration,48,50,0.00,https://attio.com/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,outreach io salesforce integration,48,50,9.22,https://attio.com/,0.00,0.00,0.43
dotfun Growth Services,npgroup.net,growth keyword,web design colonia nj,48,50,0.00,https://www.npgroup.net/new-jersey-digital-agency/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,hubspot crm reporting,50,50,23.39,https://attio.com/,0.00,0.00,0.27
Iris Platform,attio.com,iris keyword/path,crm consultants uk,50,50,0.00,https://attio.com/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,crm consultants uk,51,50,0.00,https://attio.com/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,hubspot google calendar integration,52,50,13.78,https://attio.com/,0.00,0.00,0.24
Iris Platform,attio.com,iris keyword/path,crm software consultant,53,50,0.00,https://attio.com/,0.00,0.00,0.09
Iris Platform,attio.com,iris keyword/path,crm precios,54,50,0.00,https://attio.com/pricing,0.00,0.00,0.43
Iris Platform,attio.com,iris keyword/path,what is crm server,54,50,0.00,https://attio.com/,0.00,0.00,0.33
Iris Platform,attio.com,iris keyword/path,evaluate the crm company hubspot on lead generation,56,50,0.00,https://attio.com/,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,why is hubspot crm free,58,50,0.00,https://attio.com/,0.00,0.00,0.19
dotfun AI Solutions,tech.us,ai solutions keyword,ai agent companies closed due to traditional prompt limitations,59,50,0.00,https://tech.us/blog/ai-agents-disrupting-traditional-business-processes,0.00,0.00,0.00
Iris Platform,attio.com,iris keyword/path,what is b2c crm,62,50,0.00,https://attio.com/,0.00,0.00,0.33
Iris Platform,attio.com,iris keyword/path,hubspot crm reporting,63,50,23.39,https://attio.com/,0.00,0.00,0.27
Iris Platform,attio.com,iris keyword/path,crm definition software,63,50,3.99,https://attio.com/,0.00,0.00,0.25
